titulo;autor;isbn;paginas;ano;categoria
O Trono de Jade;Naomi Novik;9789722340236;384;2010;Ficção Geral
O Diário da Princesa;Meg Cabot;9788577993093;208;2010;Ficção Geral
O Estranho Sumiço do Morcego;Tania Zagury;9788501090034;72;2010;Ficção Geral
O livro perigoso para garotos (de bolso);Conn Iggulden;9788501091048;430;2010;Aventura
Cidade dos Ossos;Cassandra Clare;9788501087140;476;2010;Ficção Geral
As Delícias da Fofoca;Cecily von Ziegesar;9788501069771;253;2010;Ficção Geral
Liga-me;Sarah Mlynowski;9789898032911;240;2010;Ficção Geral
Sob a Rosa;Diana Peterfreund;9788501080943;448;2009;Ficção Geral
Nick & Norah;Rachel Cohn;9788501085405;224;2009;Ficção Geral
Os Últimos Dias;Scott Westerfeld;9788501082084;336;2009;Ficção Geral
Pegando Fogo!;Meg Cabot;9788501080929;304;2009;Ficção Geral
As Sete Moedas;Guillaume Prévost;nan;272;2009;Ficção Geral
Um Beijo Para Valer;Mary Hogan;nan;304;2009;Ficção Geral
Só Podia Ser Você: O Início;Cecily von Ziegesar;9788501080844;420;2009;Ficção Geral
Brincando com Fogo;Derek Landy;9788501079008;320;2009;Ficção Geral
Sidarta para jovens;Bruno Pacheco;9788501078483;64;2009;Ficção Geral
Dia da Mudança;Meg Cabot;nan;205;2009;Ficção Geral
O Despertar;L. J. Smith;9788501086150;240;2009;Ficção Geral
Poseur - Brigas, Garotos e Estilo;Rachel Maude;9788501082619;339;2009;Ficção Geral
Princesa Para Sempre;Meg Cabot;9788501086402;448;2009;Ficção Geral
Sr. Gum e o Biscoito Bilionário;Andy Stanton;9788501082060;192;2009;Ficção Geral
Capitão de Sangue;Justin Somper;9788501082688;496;2009;Ficção Geral
Segredos Roubados;Rosana Rios;nan;144;2009;Suspense/Thriller
O Monstro da Lagoa de Abaeté;Anna Lee;9788501077936;112;2009;Horror
Atherton - A Casa do Poder;Patrick Carman;nan;368;2009;Ficção Geral
Exclusivo;Kieran Scott;9788501085016;272;2009;Ficção Geral
O livro negro dos segredos;F. E. Higgins;9788501081537;272;2009;Suspense/Thriller
Criança pensa;Lya Luft;9788501086631;64;2009;Infantil
O Confronto;L. J. Smith;9788501086167;224;2009;Ficção Geral
Tamanho 44 Também Não é Gorda;Meg Cabot;9788501080257;415;2009;Ficção Geral
Derby Girl;Shauna Cross;9788501086396;240;2009;Ficção Geral
Escola de Espiãs;Ally Carter;9788501082718;302;2009;Ficção Geral
A Música Que Mudou Minha Vida;Robin Benway;9788501083210;368;2009;Ficção Geral
Kiki Strike e a Tumba da Imperatriz;Kirsten Miller;9788501084088;415;2009;Ficção Geral
C.O.V.A.;Mark Walden;9788501084576;256;2009;Ficção Geral
Aviador;Eoin Colfer;9788501082701;448;2009;Ficção Geral
Diário absolutamente verdadeiro de um índio de meio expediente;Sherman Alexie;9788501082749;312;2009;Ficção Geral
OTOLINA E A GATA AMARELA;Chris Riddell;9788501083623;176;2009;Ficção Geral
A Revolta das coisas;Charles Kiefer;9788501087676;40;2009;Ficção Geral
Zé Perri;Claudio Fragata;9788501089045;88;2009;Ficção Geral
Bárbara Debaixo da Chuva;Nilma Lacerda;9788501083494;112;2009;Ficção Geral
Do Jeito Que Eu Gosto;Cecily von Ziegesar;9788501072498;270;2009;Ficção Geral
A Rainha da Fofoca;Meg Cabot;9788501078957;432;2008;Ficção Geral
Pão-de-Mel;Rachel Cohn;9788501076977;226;2008;Ficção Geral
Siri;Rachel Cohn;9788501072795;348;2008;Ficção Geral
Princesa Mia;Meg Cabot;9788501080905;304;2008;Ficção Geral
Não Me Esqueça;Cecily von Ziegesar;9788501080806;336;2008;Ficção Geral
Rosa & Túmulo;Diana Peterfreund;9788501078988;397;2008;Ficção Geral
A Pedra Esculpida;Guillaume Prévost;9788501079589;240;2008;Ficção Geral
Sr. Ardiloso Cortês;Derek Landy;9788501078803;305;2008;Ficção Geral
Garota Perfeita;Mary Hogan;9788501079510;222;2008;Ficção Geral
Artemis Fowl;Eoin Colfer;9788501080967;120;2008;Ficção Geral
Garota Sem Limite;Cecily von Ziegesar;nan;271;2008;Ficção Geral
Duplo Fio;Malorie Blackman;9788501077110;388;2008;Ficção Geral
Férias e Encantos;Sarah Mlynowski;9788501079947;384;2008;Ficção Geral
Gregor, O Guerreiro da Superfície;Suzanne Collins;9788501081865;304;2008;Ficção Geral
Além do Vale dos Espinhos;Patrick Carman;9788501078506;256;2008;Ficção Geral
A Revanche;Andy McNab;9788501078452;368;2008;Ficção Geral
Cida, a gata maravilha;LUIZ PAULO FACCIOLI;9788501082268;96;2008;Ficção Geral
Segredos da Minha Vida em Hollywood: na locação;Jen Calonita;9788501078568;272;2008;Suspense/Thriller
Você é um Homem Mau, Sr Gum!;Andy Stanton;9788501078780;192;2008;Ficção Geral
Vale dos Dragões;Salamanda Drake;9788501078759;240;2008;Ficção Geral
Eu Não Mentiria Para Você;Cecily von Ziegesar;9788501080813;240;2008;Ficção Geral
O Soldado;Andy Mcnab;9788501078438;368;2008;Ficção Geral
Gossip Girl : Eu Não Mentiria Pra Você;Ziegesar;9788501080813;240;2008;Ficção Geral
O Livro Perigoso para Garotos;Conn Iggulden;9788501078001;320;2007;Aventura
Crepúsculo;Meg Cabot;9788501078148;272;2007;Ficção Geral
Kiki Strike e a Cidade das Sombras;Kirsten Miller;9788501075840;448;2007;Ficção Geral
Confissões de uma Banda;Nina Malkin;9788501075444;304;2007;Ficção Geral
Nunca Mais!;Cecily von Ziegesar;9788501078964;304;2007;Ficção Geral
Vai Sonhando;Cecily von Ziegesar;9788501078971;320;2007;Ficção Geral
Sapos & Beijos;Sarah Mlynowski;9788501076922;352;2007;Ficção Geral
O Selo Médici;Theresa Breslin;9788501077844;490;2007;Ficção Geral
Jogo da Velha;Malorie Blackman;9788501077097;466;2007;Ficção Geral
A Décima Cidade;Patrick Carman;9788501078513;224;2007;Ficção Geral
A Morte é Contagiosa;Charlie Higson;9788501074607;400;2007;Ficção Geral
Épico;Conor Kostick;9788501076045;400;2007;Ficção Geral
Um Verão Para Toda Vida;Michael Noonan;9788501081247;240;2007;Ficção Geral
Maré de Terror;Justin Somper;9788501078018;430;2007;Horror
A Hora Mais Sombria;Meg Cabot;9788501073471;271;2007;Ficção Geral
O Diário da Princesa;Meg Cabot;nan;284;2007;Ficção Geral
A princesa à espera;Meg Cabot;9788501068088;256;2007;Ficção Geral
A princesa em treinamento;Meg Cabot;9788501074775;315;2007;Ficção Geral
Assombrado;Meg Cabot;9788501068385;240;2006;Ficção Geral
Feitiços e Sutiãs;Sarah Mlynowski;9788501072436;384;2006;Fantasia
O Arcano Nove;Meg Cabot;9788501068699;272;2005;Ficção Geral
A Hora Mais Sombria;Meg Cabot;9788501073471;272;2005;Ficção Geral
Minha vizinha Alice;Judi Curtin;9788501077837;192;2005;Ficção Geral
A Terra das Sombras;Meg Cabot;9788501068712;288;2004;Ficção Geral
Garoto Encontra Garota (Boy Meets Girl);Meg Cabot;9788501074263;400;2004;Ficção Geral
Robinson Crusoe;Daniel Defoe;9788501069719;440;2004;Ficção Geral
No Limiar das Colinas Sombrias;Patrick Carman;9788501078490;288;2003;Ficção Geral
Assombrado;Meg Cabot;9788501068385;240;2003;Ficção Geral
A Princesa Sobre os Refletores -Vol. 2;Meg Cabout;9788501063403;256;2002;Ficção Geral
O Arcano Nove;Meg Cabot;9788501068699;269;2001;Ficção Geral
A Hora Mais Sombria;Meg Cabot;9788501073471;272;2001;Ficção Geral
A Terra das Sombras;Meg Cabot;9788501068712;288;2000;Ficção Geral
Reunião;Meg Cabot;nan;268;2000;Ficção Geral
Paper Money;Adam Smith;9780671448257;335;1981;Ficção Geral
O vampiro não está tão a fim de você;Vlad Mezrich;9788501088635;180;0;Horror
 Classic;Galera Record;nan;0;0;Ficção Geral
A Última Palavra;Tamara Ireland Stone;9788579804731;352;2020;Ficção Geral
A Ilha do Guardião da Tempestade;Catherine Doyle;9788579804748;320;2020;Ficção Geral
O Desgosto de August;Brittany Cavallaro;9788579804823;384;2020;Ficção Geral
Morte No Verão;Benjamin Black;9788532531650;256;2020;Ficção Geral
Aqui, Agora, Sempre;Catherine Isaac;9788532531667;352;2020;Ficção Geral
Dora e a Amiga de Verdade;Abby Hanlon;9788579804793;160;2020;Ficção Geral
Dois Beijos Para Maddy;Matthew Logelin;9788532531698;288;2020;Ficção Geral
A Odisseia de Penélope;Margaret Atwood;9788532531681;128;2020;Ficção Geral
O Mago;Inbali Iserles;9788579804861;320;2020;Ficção Geral
Para não esquecer;Clarice Lispector;9788532531759;160;2020;Ficção Geral
Felicidade clandestina;Clarice Lispector;9788532531735;160;2020;Ficção Geral
Entrevista com Vampiro;Anne Rice;9788532531834;320;2020;Horror
Você é Fodona!;Jen Sincero;9788532531841;272;2020;Ficção Geral
Confusões de Um Ano Desastroso;Emma Chastain;9788579804908;320;2020;Ficção Geral
Modern Love;Daniel Jones;9788532531858;304;2020;Ficção Geral
Harry Potter e o Cálice de Fogo;J.K. Rowling;9788532531797;608;2020;Ficção Geral
Harry Potter e a Ordem da Fênix;J.K. Rowling;9788532531803;800;2020;Ficção Geral
Harry Potter e o Enigma do Príncipe;J.K. Rowling;9788532531810;544;2020;Ficção Geral
Harry Potter e as Relíquias da Morte;J.K. Rowling;9788532531827;640;2020;Ficção Geral
Harry Potter e o Prisioneiro de Azkaban;J.K. Rowling;9788532531780;368;2020;Ficção Geral
Harry Potter e a Câmara Secreta;J.K. Rowling;9788532531773;288;2020;Ficção Geral
Harry Potter e a Pedra Filosofal;J.K. Rowling;9788532531766;256;2020;Ficção Geral
A Bela e A Fera;Clarice Lispector;9788532531742;128;2020;Ficção Geral
Renegados;Marissa Meyer;9788579804885;512;2020;Ficção Geral
Ponto Cego;Rebecca Scherm;9788532531674;384;2020;Ficção Geral
A Maçã no Escuro;Clarice Lispector;9788532531865;400;2020;Ficção Geral
A cantiga dos pássaros e das serpentes;Suzanne Collins;9786556670003;576;2020;Ficção Geral
Cabala e a arte de preservação da alegria;Nilton Bonder;9786555320084;144;2020;Aventura
Os Amadores;Sara Shepard;9788579804915;320;2020;Ficção Geral
Nós somos o clima;Jonathan Safran Foer;9788532531711;288;2020;Ficção Geral
A Descoberta do Mundo;Clarice Lispector;9786555320299;624;2020;Aventura
A Legião Estrangeira;Clarice Lispector;9786555320138;128;2020;Ficção Geral
Não Faça Tempestade em Copo D'água...;Richard Carlson;9788532531896;224;2020;Ficção Geral
Topeka School;Ben Lerner;9788532531889;336;2020;Ficção Geral
Sobre Amor e Estrelas;Pam Gonçalves;9786556670102;208;2020;Romance
As Vantagens de Ser Invisível;Stephen Chbosky;9786556670126;288;2020;Ficção Geral
Cidades afundam em dias normais;Aline Valek;9786555320077;256;2020;Ficção Geral
Todas as Cartas;Clarice Lispector;9786555320091;864;2020;Ficção Geral
Imutável;Jessica Brody;9788579804946;448;2020;Ficção Geral
A Vista Infinita;Katharine McGee;9786556670164;384;2020;Ficção Geral
Uma aprendizagem ou o livro dos prazeres;Clarice Lispector;9786555320176;160;2020;Ficção Geral
Outros escritos;Clarice Lispector;9786555320183;192;2020;Ficção Geral
A Economia da Paixão;Charles Duhigg;9786555320114;304;2020;Romance
Box Jogos Vorazes;Suzanne Collins;9786556670140;1408;2020;Ficção Geral
Comunhão do Sangue;Anne Rice;9786555320152;224;2020;Ficção Geral
Diário de quarentena;Frei Betto;9786555320480;224;2020;Ficção Geral
Como ser leve em um mundo pesado;Fernando Rocha;9786555320190;128;2020;Ficção Geral
Sono;Nick Littlehales;nan;192;2020;Ficção Geral
Sono;Nick Littlehales;9786555320237;192;2020;Ficção Geral
Quadribol Através dos Séculos;J.K. Rowling;9788532531872;144;2020;Ficção Geral
Fabulador;Jessica Townsend;9786556670171;368;2020;Ficção Geral
A paixão segundo G. H.;Clarice Lispector;9786555320060;192;2020;Romance
Água viva;Clarice Lispector;9786555320213;96;2020;Ficção Geral
Um sopro de vida;Clarice Lispector;9786555320206;192;2020;Ficção Geral
Coisas da Cosa Nostra;Giovanni Falcone E Marcelle Padovani;9788532527622;192;2020;Ficção Geral
O Ickabog;J.K. Rowling;9786555320220;288;2020;Ficção Geral
Harry Potter e a Pedra Filosofal;J.K. Rowling;9786555320251;223;2020;Ficção Geral
Harry Potter e a Câmara Secreta;J.K. Rowling;9786555320268;256;2020;Ficção Geral
A Hora da Estrela;Clarice Lispector;9786555320350;80;2020;Ficção Geral
Políticas do poder;Margaret Atwood;9786555320381;144;2020;Ficção Geral
Você sabe com quem está falando?;Roberto DaMatta;9786555320503;1208;2020;Ficção Geral
Harry Potter e o Prisioneiro de Azkaban;J.K. Rowling;9786555320275;318;2020;Ficção Geral
Harry Potter e o Cálice de Fogo;J.K. Rowling;9786555320305;535;2020;Ficção Geral
Harry Potter e a Ordem da Fênix;J.K. Rowling;9786555320312;703;2020;Ficção Geral
Harry Potter e o Enigma do Príncipe;J.K. Rowling;9786555320336;471;2020;Ficção Geral
Harry Potter e as Relíquias da Morte;J.K. Rowling;9786555320329;548;2020;Ficção Geral
Fergus Voador;Chris Hoy;9788579804311;128;2019;Ficção Geral
Um Estudo em Charlotte;Brittany Cavallaro;9788579804335;384;2019;Educação
Letal;Sandra Brown;9788532531322;432;2019;Ficção Geral
Os Anciãos;Inbali Iserles;9788579804342;304;2019;Ficção Geral
Tijolos Amarelos em Guerra;Danielle Paige;9788579804397;240;2019;Ficção Histórica
A Garota do Casaco Azul;Monica Hesse;9788579804427;336;2019;Ficção Geral
Maddaddão;Margaret Atwood;9788532531377;448;2019;Ficção Geral
Dora Fantasmagórica;Abby Hanlon;9788579804038;160;2019;Horror
Livro Do Cemitério;Neil Gaiman;9788579804410;176;2019;Ficção Geral
Quatro Mulheres Sob o Sol da Toscana;Frances Mayes;9788532531353;464;2019;Ficção Geral
Branco Letal;Robert Galbraith;9788532531360;656;2019;Ficção Geral
Se eu não te vir primeiro;Eric Lindstrom;9788579804458;320;2019;Ficção Geral
Golpe De Vista;Beau Lotto;9788532531346;320;2019;Ficção Geral
Água viva;Clarice Lispector;9788532531407;224;2019;Ficção Geral
A Altura Deslumbrante;Katharine McGee;9788579804489;384;2019;Ficção Geral
A Persuasão Feminina;Meg Wolitzer;9788532531384;416;2019;Ficção Geral
O dia em que Caco Botão ficou sem energia;Suzanne Collins;9788570870070;32;2019;Ficção Geral
Sucesso no Trabalho;Morten T. Hansen;9788532531179;320;2019;Desenvolvimento Pessoal
O Santo;César Aira;9788532531193;192;2019;Ficção Geral
Fergus Voador;Chris Hoy;9788579804496;128;2019;Ficção Geral
Branco Letal;Robert Galbraith;9788532531414;369;2019;Ficção Geral
Cola;Irvine Welsh;nan;320;2019;Ficção Geral
Na Ponta dos Dedos;Sarah Waters;nan;592;2019;Ficção Geral
Água viva;Clarice Lispector;nan;224;2019;Ficção Geral
Rádio Silêncio;Alice Oseman;9788579804359;448;2019;Ficção Geral
O Jogo da Mentira;Ruth Ware;nan;300;2019;Ficção Geral
O Fecho;Sloane Crosley;nan;300;2019;Ficção Geral
O Jogo da Mentira;Ruth Ware;9788532531445;352;2019;Ficção Geral
Destinos Divididos;Veronica Roth;9788579804557;448;2019;Ficção Geral
O Fecho;Sloane Crosley;9788532531483;416;2019;Ficção Geral
Minha avó e seus mistérios;Frei Betto;9788532531490;136;2019;Suspense/Thriller
A Namorada Perfeita;Karen Hamilton;9788532531513;432;2019;Romance
O Conto da Aia;Margaret Atwood;9788532531520;240;2019;Ficção Geral
Nevermoor;Jessica Townsend;9788579804656;352;2019;Ficção Geral
Sobre o amor;Tavi Gevinson;9788579804649;320;2019;Romance
Harry Potter e o Cálice de Fogo;J.K. Rowling;9788532531544;464;2019;Ficção Geral
O Garfo, a Bruxa e o Dragão: Eragon;Christopher Paolini;9788579804632;227;2019;Fantasia
O Portador;Sophie Hannah;9788532531537;448;2019;Ficção Geral
Sulwe;Lupita Nyong'o;9788570870117;48;2019;Ficção Geral
Acabem com a Ivy Pocket;Caleb Krisp;9788579804694;344;2019;Ficção Geral
O Pequeno Príncipe;Antoine de Saint-Exupéry;9788532531551;128;2019;Infantil
Grandes Dias e outras Histórias;Donald Barthelme;9788532531506;304;2019;Ficção Histórica
Os Testamentos;Margaret Atwood;9788532531568;448;2019;Ficção Geral
Corpos Ocultos;Caroline Kepnes;9788532531643;352;2019;Ficção Geral
Rebel;Marie Lu;9788579804717;320;2019;Ficção Geral
Biblioteca sobre rodas;David Whitehouse;9788532531339;288;2019;Ficção Geral
Perto do coração selvagem;Clarice Lispector;9788532531629;208;2019;Romance
A cidade sitiada;Clarice Lispector;9788532531612;208;2019;Ficção Geral
O lustre;Clarice Lispector;9788532531605;296;2019;Ficção Geral
As Aventuras do Tempo;Miriam Leitão;9788570870124;40;2019;Aventura
Deixe a neve cair;John Green;9788579804779;336;2019;Ficção Geral
Cabala e a arte do tratamento da cura;Nilton Bonder;9788532531636;144;2019;Ficção Geral
O mito da beleza;Naomi Wolf;9788532501318;490;2018;Ficção Geral
99 Dias: 1 Complicado Amor de Verão;Katie Cotugno;9788579803604;384;2018;Romance
Um Ano Solitário;Alice Oseman;9788579803611;384;2018;Ficção Geral
Amantes Modernos;Emma Straub;9788532530769;384;2018;Ficção Geral
Estamos Todos Completamente Transtornados; Karen Joy Fowler;9788532530936;336;2018;Ficção Geral
Notícias em Três Linhas;Félix Fénéon;9788532530974;192;2018;Ficção Geral
Isabel de Castela;Giles Tremlett;9788532530998;624;2018;Ficção Geral
Blimundo;Celso Sisto;9788562500916;40;2018;Ficção Geral
Uma Boa Corrida;Irvine Welsh;nan;240;2018;Ficção Geral
Uma Boa Corrida;Irvine Welsh;9788532530981;416;2018;Ficção Geral
A Viajante: O Passado é Implacável;Arwen Elys Dayton;9788568263594;384;2018;Ficção Histórica
Você;Caroline Kepnes;9788532530943;384;2018;Ficção Geral
O Exame Final;Gitty Daneshvari;9788579803857;304;2018;Ficção Geral
Zilda Arns;Ernesto Rodrigues;9788569474340;288;2018;Ficção Geral
10:04;Ben Lerner;9788532530295;272;2018;Ficção Geral
Príncipe Lestat e Os Reinos de Atlântida;Anne Rice;9788532530950;480;2018;Fantasia
O Milésimo Andar;Katharine McGee;9788579803970;416;2018;Ficção Geral
It Girl;Katy Birchall;9788579803734;272;2018;Ficção Geral
O Que Restou;Alexandra Oliva;9788532531049;320;2018;Ficção Geral
Sem Coração;Marissa Meyer;9788579804007;416;2018;Romance
O 14º Peixinho Dourado;Jennifer L. Holm;9788579803826;192;2018;Ficção Geral
A mente influente;Tali Sharot;9788532531032;224;2018;Ficção Geral
Harry Potter e o Prisioneiro de Azkaban;J.K. Rowling;9788532531025;336;2018;Ficção Geral
Os Hóspedes;Sarah Waters;9788532531063;416;2018;Ficção Geral
Avenida dos Mistérios;John Irving;9788532531070;448;2018;Suspense/Thriller
Uma Certa Crueldade;Sophie Hannah;9788532530738;464;2018;Ficção Geral
Sangue Infernal;James Rollins;9788532531056;416;2018;Ficção Geral
O Fim do Mundo é Aqui;Amy Zhang;9788579804045;272;2018;Ficção Geral
Sandman e A Guerra dos Sonhos;William Joyce;9788579803949;240;2018;Ficção Histórica
Correio para Mulheres;Clarice Lispector;9788532531094;400;2018;Ficção Geral
Alma & Política;Nilton Bonder;9788532531124;192;2018;Ficção Geral
Estratégias de liderança de Confúcio;john adair;9788569474371;176;2018;Negócios/Economia
A única história;Julian Barnes;9788532531155;224;2018;Ficção Histórica
O Carcereiro;Luís Humberto Carrijo;9788532531209;271;2018;Ficção Geral
Confissões de Uma Garota Desastrada;Emma Chastain;9788579804021;320;2018;Ficção Geral
O Que Sabe o Coração;Jessi Kirby;9788579804120;320;2018;Romance
Todas as Crônicas;Clarice Lispector;9788532531216;704;2018;Ficção Geral
A Guerra De Ashley;Gayle Tzemach Lemmon;9788569474401;320;2018;Ficção Histórica
Oryx e Crake;Margaret Atwood;9788532531131;352;2018;Ficção Geral
A Menina da Montanha;Tara Westover;9788532531223;352;2018;Ficção Geral
O Artista da Faca (e-book);Irvine Welsh;nan;242;2018;Ficção Geral
O Artista da Faca;Irvine Welsh;9788532531230;256;2018;Ficção Geral
Tudo Que Você Quiser Que Eu Seja;Mindy Mejia;9788532531186;352;2018;Ficção Geral
Parem A Ivy Pocket;Caleb Krisp;9788579804144;342;2018;Ficção Geral
